Source,Target,Type,Id,Label,Weight,first lines,note,editions,folio,last lines,facsimiles,attributed title,transcription,attributed author
DIMEV 2324,BLHar2253,Undirected,275944,,1,"Ichot a burde in a bour ase beryl so bryhtAse saphyr in seluer
                    semly on syht…",,"Wright,  Thomas. 
             Specimens of Lyric Poetry composed in England in the Reign of Edward
                the First.
Percy Society
         4. London: Richard, 1842: 25-7.
Böddeker,  Karl. 
             Altenglische Dichtungen des MS. Harl. 2253.
         Berlin: Weidmann, 1878: 145-7.
Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 136-8.
Warton,  Thomas. 
             The History of English Poetry.
         London, 1824; rev. ed., 
                William Carew
                Hazlitt
             London, 1871: 1.34 (lines 1-18, 27-30 only).
Guest,  Edwin. 
             A History of English Rhythms.
         London: W. Pickering, 1838: 2.298 (st. 1-3 only).
Brook,  George Leslie. 
             The Harley Lyrics.
         Manchester: Manchester UP, 1948; rev. ed. 1956; 3rd ed. 1964: 31-2.
Kaiser,  Rolf,
                        ed.  
             Alt- und mittelenglische Anthologie.
         Berlin, 1954; 3rd ed.; trans. as  Medieval English: a
                Old English and Middle English Anthology Berlin West, 1958: 465.
Sisam,  Celia,  and  Kenneth Sisam, eds.  
             The Oxford Book of Medieval English Verse.
         Oxford: Clarendon, 1970: 150-7.
Luria,  Maxwell Sidney,  and  Richard L. Hoffman, eds.  
             Middle English Lyrics.
         New York: Norton, 1974: 21-2.
Turville-Petre,  Thorlac. 
             Alliterative Poetry of the Later Middle Ages.
Routledge Medieval English Texts.
         Washington: Catholic University of America Press, 1989: 14-16.
Fein,  Susanna Greer,
                        ed.  
             The Complete Harley 2253 Manuscript, Volume 2.
         Kalamazoo, Michigan: Medieval Institute Publications, 2009: Booklet 5, no. 28.",ff. 63-63v,"…He haueþ me to hede þis hendy anonGentil ase jonas
                    heo joyeþ wiþ Ion","Ker,  Neil Ripley. 
             “Introduction.” 
             Facsimile of British Museum MS. Harley 2253.
EETS
         o.s. 255 (1965).",,,
DIMEV 2325,BLHar2253,Undirected,275945,,1,"Ichot a burde in boure bryhtÞat sully semly is on
                    syht…",,"Ritson,  Joseph,
                        ed.  
             Ancient Songs and Ballads from the Reign of King Henry the Second to
                the Revolution.
         2 vols. London, 1829; re-ed. 
                William Carew
                Hazlitt
             London, 1877: 1.58-61.
Wright,  Thomas. 
             Specimens of Lyric Poetry composed in England in the Reign of Edward
                the First.
Percy Society
         4. London: Richard, 1842: 51-4.
Böddeker,  Karl. 
             Altenglische Dichtungen des MS. Harl. 2253.
         Berlin: Weidmann, 1878: 168-71.
Wülker,  Richard Paul,
                        ed.  
             Altenglisches Lesebuch.
         2 vols. in one. Halle: Lippert, 1874, 1880: 108.
Cook,  Albert Stanburrough. 
             A Literary Middle English Reader.
         Boston and New York: Ginn, 1915: 412-14.
Kluge,  Friedrich. 
             Mittelenglisches Lesebuch.
         Halle: Neimeyer, 1912: 82.
Segar,  Mary Gertrude,  and  Emmeline Paxton, eds.  
             Some Minor Poems of the Middle Ages.
         London, NY: Longmans, Green, 1917: 30.
Brandl,  Alois Leonhard. 
             Mittelenglische Sprach- und Literatureproben.
         2nd ed. Berlin, 1917; repr. as  Middle English
                Literature New York: Chelsea, 1949: 127-8.
Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 148-50.
Greene,  Richard Leighton. 
             The Early English Carols.
         Oxford: Clarendon, 1935; 2nd ed., rev., Oxford: Clarendon,
            1977: 299-300; 1977, 268-9.
Dickins,  Bruce,  and  Richard M. Wilson.  
             Early Middle English Texts.
         Cambridge: at the University Press, 1951: 119-21.
Brook,  George Leslie. 
             The Harley Lyrics.
         Manchester: Manchester UP, 1948; rev. ed. 1956; 3rd ed. 1964: 48-50.
Fein,  Susanna Greer,
                        ed.  
             The Complete Harley 2253 Manuscript, Volume 2.
         Kalamazoo, Michigan: Medieval Institute Publications, 2009: Booklet 5, no. 46.",ff. 72va-73,"…For hire loue mournyng Y makeMore þen eny
                    mon","Ker,  Neil Ripley. 
             “Introduction.” 
             Facsimile of British Museum MS. Harley 2253.
EETS
         o.s. 255 (1965).",,,
DIMEV 2338,CamTCC323,Undirected,275965,,1,"Yc ou rede ye sitten stille& herknet wel wid gode
                    wille…",,"Brunner,  Karl. 
             “Zwei Gedichte aus der Handschrift Trinity College Cambridge
                323.” 
             Englische Studien
         70 (1935): 221-43: 225-30.
Brown,  Carleton Fairchild. 
             “An Early Mention of a St. Nicholas Play in England.” 
             Studies in Philology
         28 (1931): 594-601: 594-601.",ff. 26ra-27ra,"…his soule scalinto heuene wendeant wonie þer wid outen
                    ende",,,,
DIMEV 2341,BLEge613,Undirected,275968,,1,"blessed beo þu lauedi ful of houene Blissesƿete flur of
                    parais moder of mildernisse…",Written as prose.,"Böddeker,  Karl. 
             Altenglische Dichtungen des MS. Harl. 2253.
         Berlin: Weidmann, 1878: 457-8; 216-7.
Wright,  Thomas,  and  James Orchard Halliwell-Phillipps, eds.  
             Reliquiae Antiquae.
         2 vols. London: Smith, 1845: 1.102-3.
Mätzner,  Edouard Adolf Ferdinand. 
             Altenglische Sprachproben, I: Poesie.
         Berlin: Wiedmann, 1867: 1.54.
Morris,  Richard,
                        ed.  
             An Old English Miscellany: A Bestiary, Kentish Sermons, Proverbs of
                Alfred and Religious Poems of the Thirteenth Century.
EETS
         o.s. 49 (1872); repr. 1988: 195-6.
Patterson,  Frank A. 
             The Middle English Penitential Lyric.
Columbia University Studies in English.
         New York: Columbia Press, 1911: 146-7.
Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 111-13.
Saupe,  Karen,
                        ed.  
             Middle English Marian
                    Lyrics.
         Kalamazoo, MI: Western Michigan University for TEAMS, 1998: 12506; 247-8.",ff. 2r2-2v,"…þu do þat ich for hire sake beo imaked so
                    cleneþat ich noht at daii dai of dome beo flemed of þi
                    exsene",,,,
DIMEV 2341,BLHar2253,Undirected,275969,,1,"Blessed be þou leuedy ful of heouene blisseSuete flur of
                    parays moder of mildenesse…",Nine stanzas.,"Böddeker,  Karl. 
             Altenglische Dichtungen des MS. Harl. 2253.
         Berlin: Weidmann, 1878: 457-8; 216-7.
Wright,  Thomas. 
             Specimens of Lyric Poetry composed in England in the Reign of Edward
                the First.
Percy Society
         4. London: Richard, 1842: 93-4.
Brook,  George Leslie. 
             The Harley Lyrics.
         Manchester: Manchester UP, 1948; rev. ed. 1956; 3rd ed. 1964: 64-5.
Luria,  Maxwell Sidney,  and  Richard L. Hoffman, eds.  
             Middle English Lyrics.
         New York: Norton, 1974: 178-9.
Saupe,  Karen,
                        ed.  
             Middle English Marian
                    Lyrics.
         Kalamazoo, MI: Western Michigan University for TEAMS, 1998: 127-8; 248.
Fein,  Susanna Greer,
                        ed.  
             The Complete Harley 2253 Manuscript, Volume 2.
         Kalamazoo, Michigan: Medieval Institute Publications, 2009: Booklet 5, no. 66.",ff. 81-81v,"…bring vs to þin riche þer is ioie mostlet vs neuer
                    hit misse for non worldes bost","Ker,  Neil Ripley. 
             “Introduction.” 
             Facsimile of British Museum MS. Harley 2253.
EETS
         o.s. 255 (1965).",,,
DIMEV 2446,BLHar2253,Undirected,276112,,1,"In a fryht as Y con fare fremedeY founde a wel feyr fenge to
                    fere…",Written two lines of verse per line of MS.,"Wright,  Thomas. 
             Specimens of Lyric Poetry composed in England in the Reign of Edward
                the First.
Percy Society
         4. London: Richard, 1842: 36-8.
Böddeker,  Karl. 
             Altenglische Dichtungen des MS. Harl. 2253.
         Berlin: Weidmann, 1878: 158.
Brook,  George Leslie. 
             The Harley Lyrics.
         Manchester: Manchester UP, 1948; rev. ed. 1956; 3rd ed. 1964: 39-40.
Bennett,  Jack Arthur Walter,  and  G. V. Smithers, eds.  
             Early Middle English Verse and Prose.
         Oxford: Clarendon, 1966: 116-17.
Sisam,  Celia,  and  Kenneth Sisam, eds.  
             The Oxford Book of Medieval English Verse.
         Oxford: Clarendon, 1970: 115-17.
Luria,  Maxwell Sidney,  and  Richard L. Hoffman, eds.  
             Middle English Lyrics.
         New York: Norton, 1974: 27-8.
Turville-Petre,  Thorlac. 
             Alliterative Poetry of the Later Middle Ages.
Routledge Medieval English Texts.
         Washington: Catholic University of America Press, 1989: 25-7.
Conlee,  John W.,
                        ed.  
             Middle English Debate Poetry: A Critical Anthology.
         East Lansing, MI: Colleagues Press, 1991: 296-9.
Fein,  Susanna Greer,
                        ed.  
             The Complete Harley 2253 Manuscript, Volume 2.
         Kalamazoo, Michigan: Medieval Institute Publications, 2009: Booklet 5, no. 35.",ff. 66v2-67,"…Ych am a maide þat me ofþuncheþLuef me were
                    gome boute gyle","Ker,  Neil Ripley. 
             “Introduction.” 
             Facsimile of British Museum MS. Harley 2253.
EETS
         o.s. 255 (1965).",,,
DIMEV 2462,BodDig86,Undirected,276201,,1,"Hon an þester stude I stod an luitel strif to hereHof an bodi
                    þat was oungod þer hit lai on þe bere…",,"Stengel,  Edmund. 
             Coducem Manu Scriptum Digby 86….
         Halle: Orphanotrophei, 1871: 93-101.
Conlee,  John W.,
                        ed.  
             Middle English Debate Poetry: A Critical Anthology.
         East Lansing, MI: Colleagues Press, 1991: 11-17.",ff. 195v-197v,"…þenne seiz þe gost weilavei and þer affter
                    alasWo worþe þat ilke stounde bodi þat þou boren
                    was","Tschann,  Judith A.,  and  Malcolm B. Parkes.  
             “Introduction.” 
             Facsimile of Oxford, Bodleian Library, MS Digby 86
EETS
         s.s. 16 (1996).","Hic incipit carmen inter corpus & animam (f.
                    195v)",,
DIMEV 2462,CamTCC323,Undirected,276202,,1,"In an þestrei stude ic stod a lutel strif to iherenOf an bodi
                    þat was ungoid ser hit lei on one bere…",31 stanzas,,ff. 29v-32,"…Jesus crist us grantein his seruise to henden& þe
                    blisse of hevene mid engles into wenden",,"Hic incipit carmen inter corpus & animam (f.
                    195v)",,
DIMEV 2462,BLHar2253,Undirected,276203,,1,"IN a þestri stude y stod a lutel strif to hereof a body
                    þat was vn god þer hit lay on a bere…","Thirty stanzas, interspersed with couplets","Wright,  Thomas,
                        ed.  
             The Latin Poems Commonly Attributed to Walter Mapes.
Camden Society
         o.s. 16 (1841): 346-9.
Böddeker,  Karl. 
             Altenglische Dichtungen des MS. Harl. 2253.
         Berlin: Weidmann, 1878: 235-43.
Fein,  Susanna Greer,
                        ed.  
             The Complete Harley 2253 Manuscript, Volume 2.
         Kalamazoo, Michigan: Medieval Institute Publications, 2009: Booklet 4, no. 224922-1
                    .",ff. 57-58v,"…to wroþere hele þat euer we in londe comen hereto
                    þin holp halewen crist bring vs alle yfere amen.","Ker,  Neil Ripley. 
             “Introduction.” 
             Facsimile of British Museum MS. Harley 2253.
EETS
         o.s. 255 (1965).",,,
DIMEV 2537,BLHar2253,Undirected,276527,,1,"In May hit murgeþ when hit dawesIn dounes wiþ þis
                    dueres plawes…",,"Ritson,  Joseph,
                        ed.  
             Ancient Songs and Ballads from the Reign of King Henry the Second to
                the Revolution.
         2 vols. London, 1829; re-ed. 
                William Carew
                Hazlitt
             London, 1877: 1.667.
Wright,  Thomas. 
             Specimens of Lyric Poetry composed in England in the Reign of Edward
                the First.
Percy Society
         4. London: Richard, 1842: 45-6.
Böddeker,  Karl. 
             Altenglische Dichtungen des MS. Harl. 2253.
         Berlin: Weidmann, 1878: 166-7.
Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 146-7.
Bennett,  Jack Arthur Walter,  and  G. V. Smithers, eds.  
             Early Middle English Verse and Prose.
         Oxford: Clarendon, 1966: 119-21.
Luria,  Maxwell Sidney,  and  Richard L. Hoffman, eds.  
             Middle English Lyrics.
         New York: Norton, 1974: 30-1.
Fein,  Susanna Greer,
                        ed.  
             The Complete Harley 2253 Manuscript, Volume 2.
         Kalamazoo, Michigan: Medieval Institute Publications, 2009: Booklet 5, no. 44 .",ff. 71vb-72ra,"…Yhere leuely lores mynWiþ selþe we weren
                    sahte","Ker,  Neil Ripley. 
             “Introduction.” 
             Facsimile of British Museum MS. Harley 2253.
EETS
         o.s. 255 (1965).",,,
DIMEV 2605,BodLauMis108,Undirected,276721,,1,"IN þe honurance of swete IhesuÞat is louerd ful of
                    vertu…",,"Horstmann,  Carl. 
             Leben Jesu: ein Fragment, und Kindheit Jesu, &c.
         Münster: Regensberg, 1873. 
Horstmann,  Carl. 
             Altenglische Legenden.
         Paderborn: F. Schoningh, 1875: 3-61.",ff. 11ra-22rb,"…Þe fader þat sit in triniteHit us graunti þat
                    it so be",,"Ici comence le enfaunce Ihesu crist (f. 11ra);
                        Explicit hic infantia Ihesu cristi (f. 22rb)",,
DIMEV 2637,BodDig86,Undirected,276833,,1,,,"Macray,  William D. 
             Catalogi Codicum…Pars IX, Codices a… Kenelm Digby…,
                complectans.
         Oxford: Clarendon, 1883: 95.
Stengel,  Edmund. 
             Coducem Manu Scriptum Digby 86….
         Halle: Orphanotrophei, 1871: 104.",f. 206ra,,"Tschann,  Judith A.,  and  Malcolm B. Parkes.  
             “Introduction.” 
             Facsimile of Oxford, Bodleian Library, MS Digby 86
EETS
         s.s. 16 (1996).","In manus tuas domine conmendo spiritum meum redemisti me domine deus
                        veritatis (f. 206ra)","In þine honden louerd mineIch biteche soule
                    mineSoþfast goed bidde I þe þat mine sunen forgef
                    þou me",
DIMEV 2705,NLS1921,Undirected,276947,,1,"It bifel whilom ich vnderstondIn a cuntre [ ] of
                    inglond…","Probably continued on f. 256a, of which only a stub
                    remains.",,f. 256vb,…[ ]O [ ]able,"Pearsall,  Derek,  and  I. C. Cunningham, eds.  
             The Auchinleck Manuscript. National Library of Scotland
                Advocates’ MS. 19.2.1.
         London: Scolar Press, 1977.",Þe wenche þat [lou]ed [a k]ing (f. 256vb),,
