Id	Label	Note	Subjects	Versification	_description	Macaronic	Author(s)	Author confidence	Title(s)	Bibliographic Ghosts	Type
DIMEV 2150	I command all the rattons that are here about		charms; rats	— irregular, mostly two-line — aa	Charm against Rats — twenty-one irregular lines	Latin					Text
DIMEV 2151	I command silence in the pain of forfeiture		Mary Magdalene, saint; mystery plays	— irregular — irregularly rhymed	The Digby Play of Mary Magdalene — 2144 lines in irregular stanzas				The Digby Play of Mary Magdalene		Text
DIMEV 2152	I complain me sore when I remember me	"Noted in Reimer (1998)
XReimer, Stephen R. “The Index of Middle English Verse: Some Corrections and Additions towards the Next Edition.” Notes and Queries 45 [243] (1998): 16-22, 16."	abuses of the age; complaints, on the evils of the time; counsel, moral; youth, warnings about	— eight-line — ababbcbc	Advice to follow virtue in youth — eleven eight-line stanzas						Text
DIMEV 2153	I conjure the loathly beast with that ilk spear	Followed by 5800.	charms; toothache	— two-line — aa	A charm for the tooth-ache — 14 lines, 5 couplets plus 4 unrhymed lines						Text
DIMEV 2154	I conjure the wound belive		charms	— two-line — aa	A charm against a wound — fourteen lines in couplets					London, British Library Addit. 19674	Text
DIMEV 2155	I conjure them in the name of the father	Following 1548.	charms; thieves	— two-line — aa	A charm against thieves — in couplets					Oxford, Bodleian Library Laud misc. 685 (SC 817), f. 205: possibly confused with 1462.	Text
DIMEV 2156	I counsel whatsoever thou be		advice, moral	— eight-line — ababbcbc	John Lydgate, ‘Consulo quisque eris’ — fifteen 8-line stanzas		John Lydgate		‘Consulo quisque eris’		Text
DIMEV 2157	I count his conquest great		precepts	— four-line — abab	Let Reason defeat Will — one cross-rhymed quatrain				Let Reason defeat Will	London, British Library Royal 17 A.III	Text
DIMEV 2158	I deal his bin[?] tache [Ic del his bin teche]		tales; schoolboys	— two-line — aa	An English couplet in a Latin story about a boy with an ulcerated hand						Text
DIMEV 2159	I die for sorrow I pain for thought		sinner, lament of	— three-line — aaa	Words of a dying sinner — three lines						Text
DIMEV 2160	I do you to witting without fail		advice, spiritual; translations	— two-line — aa	The spiritual battle — one couplet translating, ‘Ortum est bellum satis durum…’ in a Latin sermon (?Bromyard), de passione domini vel In Ramispalmarum		John of Bromyard				Text
DIMEV 2161	I Edward King		forests; charters; Edward the Confessor, saint	— two-line, four-line — aa, aaaa	‘Charta Sancti Edwardi Regis de concessione ballivae suae’ — twenty-two lines				‘Charta Sancti Edwardi Regis de concessione ballivae suae’		Text
DIMEV 2162	I eschew to climb too high aloft		precepts; moderation	— two-line — aa	The Golden mean — one couplet						Text
DIMEV 2163	I fly / Constrained am I / With weeping eyes / To mourn and plain		lover’s lament		No comfort without his mistress — in short lines						Text
DIMEV 2164	I grace dieu queen and heavenly princess		translations; grace; letters	— seven-line — ababbcc	Thomas Hoccleve, ‘The epistle of grace sent to the seek man’, in the English translation of the Pèlerinage de l’âme — twenty-six stanzas rhyme royal		Thomas Hoccleve		Pèlerinage de l’âme; ‘The epistle of grace sent to the seek man’		Text
DIMEV 2165	I had my silver and my friend	"For a later version expanded into long lines cf. Oxford, Bodleian Library Rawlinson poet. 172 , f.12v; Oxford, Bodleian Library Gough Norfolk 43, f.31v; Arundel Castle, Duke of Norfolk MS Arundel-Harrington, f.16, pr. Hughey (1935)
XHughey, Ruth. The Harington Manuscript at Arundel Castle and related documents. n.p., 1935, 1.79. For a longer and later text cf. Rimbault (1851)
XRimbault, Edward Francis. A Little Book of Songs and Ballads. London: J. R. Smith, 1851, 42; Hawkins (1776)
XHawkins, Sir Thomas. A General History of the Science and Practice of Music. 5 vols. London: T. Payne, 1776, 3.38; Hughey (1935)
XHughey, Ruth. The Harington Manuscript at Arundel Castle and related documents. n.p., 1935, 2.3-4; cf. also 2333 and 6330."	money; precepts	— four-line — aaaa	A warning against lending money — four monorhyming lines						Text
DIMEV 2166	I had richesse I had my health		warnings; vanity, against worldly	— four-line — aaab	James Ryman, A warning from the tomb — eight quatrains (aaab) with refrain, ‘Nunc in puluere dormio, and burden: ‘Alle worldly welth passed me fro / Nunc in puluere dormio’	Latin	James Ryman				Text
DIMEV 2167	I have a gentle cock		ribaldry; erotic verse	— two-line, four-line — aa, abcb	My gentle cock — five long couplets, or quatrains abcb						Text
DIMEV 2168	I have a hole		riddles; ribaldry; erotic verse	— two-line — aa	‘A sheath’, a double-entendre riddle — two couplets						Text
DIMEV 2169	I have a lady whereso she be		parodies	— seven-line — ababbcc	‘The Discryuyng of a fayre lady‘: a mock courtly panegyric of traditional charms — seven stanzas rhyme royal				‘The Discryuyng of a fayre lady‘		Text
DIMEV 2170	I have a love untrue		Christ, complaint to man; laments; sermons, verse in	— two-line — aa	Christ laments unfaithful mankind, his love — three couplets in a Latin sermon Luna mutatur						Text
DIMEV 2171	I have a mantle I-maked of cloth		songs; fragments		A single line fragment of an English song						Text
DIMEV 2172	I have a new garden and now is begun		love lyrics	— four-line — abab	An amorous encounter — six quatrains						Text
DIMEV 2173	I have a thing and rough it is		riddles; erotic verse; ribaldry	— two-line — aa	‘A gloue’, a double-entendre riddle — two couplets						Text
DIMEV 2174	I have a young sister far beyonden the sea	"Similar paradoxes are frequent; compare the Ballad of Lord Rostin’s Daughter, and The Four Sisters, in Wright (1856)
XWright, Thomas. Songs and Carols.
Warton Club 4. London: Richards, 1856, 109-114, 114-15. Cf. Opie and Opie (1951)
XIona Archibald Opie, and Peter Opie. The Oxford Dictionary of Nursery Rhymes. Oxford: Clarendon, 1951, 386."	riddles; love lyrics	— four-line — abcb	A riddling love-song — seven quatrains						Text
DIMEV 2175	I have been a forester long and many a day	"Cf. 2176; also ‘I have benne a lover’, Dublin, Trinity College, Dublin 160, f. 113; pr. Muir (1961)
XMuir, Kenneth. Unpublished Poems [by] Sir Thomas Wyatt and His Circle.
English Reprints Series 18. Liverpool: Liverpool UP, 1961, 32."	songs, popular; foresters	— four-line	A ‘jolly forester’ song — two cross-rhymed quatrains with internal [middle rhymes with end] rhyme in second and fourth lines						Text
DIMEV 2176	I have been a forester / Long and many a day	"Cf. 2175; and for a companion song see 6503. See Ringler Jr. (1992)
XRingler Jr., William A. Bibliography and Index of English Verse in Manuscript 1501-1558. London: Mansell, 1992; prepared and completed by Michael Rudick and Susan J. Ringler , TM 518."	songs, popular; foresters	— five-line	A ‘jolly forester’ song: the old lover — six 5-line stanzas						Text
DIMEV 2177	I have been both far and near		advice	— four-line — abab	A good cheer poem — one quatrain						Text
DIMEV 2178	I have forgive take heed thereto / I charge that thou no more do so	For another version see next entry 2179, 5948.	tales; forgiveness	— two-line — aa	English verses in a story from the Gesta Romanorum — six couplets				Gesta Romanorum		Text
DIMEV 2179	I have forgive thee all thing	Analogous to 2178.	sermons, verse in	— two-line — aa	English verses in a story from the Gesta Romanorum — two couplets separated by Latin prose in a sermon, ‘Venit’ (p. 258)				Gesta Romanorum		Text
DIMEV 2180	I have great marvel of a bird		lovers, unfaithful	— eight-line — ababbcbc	On an unfaithful mistress — in 8-line stanzas (ababbcbc) with refrain, ‘alas þat euer sho was unkynd’						Text
DIMEV 2181	I have great wonder by this light		dream poems; chess, game of; elegies; envoys	— two-line — aa	Chaucer, The Book of the Duchesse — 1334 lines in couplets		Geoffrey Chaucer		The Book of the Duchesse		Text
DIMEV 2182	I have heard many men make their moan		law, attack on administration of	— two-line — aa	Against lawyers — two couplets						Text
DIMEV 2183	I have in heart and fresh in mind		Christ, praise to	— two-line — aa	‘My Sauyowr’ — a single couplet				‘My Sauyowr’		Text
DIMEV 2184	I have I-sought in many a side		carols, of divine mercy; mercy	— four-line — abab	A song of the well of Mercy — three quatrains and 4-line burden: ‘To many a will haue y go / To fynde water to washe me fro woo’ (repeated)						Text
DIMEV 2185	I have labored sore and suffered death		Christ, triumph of	— two-line — aa	Christ Triumphant — three couplets						Text
DIMEV 2186	I have none English convenient and digne		lovers, addresses to beloved	— seven-line — ababbcc	To My Soverain Lady — sixteen stanzas rhyme royal				To My Soverain Lady		Text
DIMEV 2187	I have now set my heart so high		Virgin Mary, songs in honour of	— twelve-line — ababababbcbc	A song of love to the Virgin Mary — two 12-line stanzas (ababababbcbc)						Text
DIMEV 2188	I have set my heart so high		Christ, love of; songs; sermons, verse	— five-line — ababc	My Heart is set on the Love of Christ — two five-line stanzas with music				My Heart is set on the Love of Christ		Text
DIMEV 2189	I have sought thee many a day		death; Christ, grace of; dialogues; devil, speech of a	— two-line — aa	On the mercy of Christ in saving the dying man from the devil — three couplets						Text
DIMEV 2190	I have sought thee many a day	Formerly 3703.8; cf. 3021, 3936.	illustrations, verse accompanying; death	— two-line — aa	Comments of death, a monk, and Christ, attached to a drawing of a deathbed scene — three couplets on scrolls						Text
DIMEV 2191	I have the obit of my lady dear		envoys; love lyrics	— eleven-line, four-line — ababbccdeed, abba	"A description of his mistress, translated from the French of Charles d’Orléans (Champollion-Figeac (1842)
XChampollion-Figeac, Aime. Les Poesies du duc Charles d’Orleans. Paris, 1842, 127) — three 11-line stanzas and 4-line Envoy"		Charles d’Orléans				Text
DIMEV 2192	I have twelve oxen that be fair and brown	Considered as an English englyn, cf. Journal of the English Folk Dance and Song Society 4, 130.	cattle; erotic verse	— two-line — aa	A poem about oxen, possibly erotic — four couplets and two-line refrain						Text
DIMEV 2193	I hear many people plain		envoys; love, rewards of	— nine-line, five-line — ababababa, ababa	"On Love and its Rewards, translated from the French of Charles d’Orléans (Champollion-Figeac (1842)
XChampollion-Figeac, Aime. Les Poesies du duc Charles d’Orleans. Paris, 1842, 132) — three 9-line stanzas and 5-line Envoy"		Charles d’Orléans		On Love and its Rewards		Text
DIMEV 2194	I heard a carping of a clerk		Robin Hood; ballads	— two-line — aa	Robyn and Gandeleyn — seventy-six short lines				Robyn and Gandeleyn		Text
DIMEV 2195	I heard a maiden weep / For her sons passion	Cf. 889.	Cross, hours of	— four-line — abab	A song of the Hours of the Cross — fourteen quatrains (abab)						Text
DIMEV 2196	I heard a plaint of great pity		Fortune, fickleness of; mutability	— eight-line — ababbcbc	‘Alas that any kyndeman wantys gode’ — seven 8-line stanzas with this refrain				‘Alas that any kyndeman wantys gode’		Text
DIMEV 2197	I heard an harping on a hill as I lay under lind		chansons d’aventure ; Passion, carols/songs of	— six-line	A chanson d’aventure song of the Passion with symbolic letters — six 6-line stanzas with ‘O and I’ refrain						Text
DIMEV 2198	I heard men upon mold make much moan		political poems; evils of the time; contemporary conditions; laments; taxation	— twelve-line — ababababcdcd	The Song of the Husbandman — six 12-line alliterative stanzas (ababababcdcd)				Song of the Husbandman		Text
DIMEV 2199	I hung on the cross for love of thee	For very similar lines see 3387, 4275, 6032, 6135, and last stanza of 6713. In the same form as here, they were incorporated in 1913 and 6650.	sermons, verse in; translations	— two-line — aa	‘In cruce sum pro te’ (4 lines), a tag in the Fasciculus morum, translating ‘In cruce sum pro te qui peccas desine pro me / Desine do veniam dic culpam retraho penam’ which precedes them						Text
DIMEV 2200	I John of Gaunt		charters; parodies	— two-line — aa	A [?spurious] grant by John of Gaunt, granting the manors of Sutton and Potton to Sir Roger Burgoyne and his heirs — three doggerel couplets						Text
DIMEV 2201	I Joseph wonder how this may be	First and fifth lines to be repeated in singing, and written thus, st. 1.	carols, of Joseph’s trouble	— five-line, four-line — aaaab	Joseph’s Trouble about Mary — four 5-line stanzas (aaaab) and four-line burden: ‘Meruele noght Josep on Mary mylde / Forsake hyr not tho she be with childe’ (repeated)				Joseph’s Trouble about Mary		Text
DIMEV 2202	I Julius Caesar your high emperor	Cf. 2104.	Worthies, three	— four-line	On the three worthies: Julius Caesar, Alexander, and Hector — three quatrains						Text
DIMEV 2203	I Katherine of the court celestial		Arthur, prince of Wales; Catherine of Aragon; pageant verses; occasional verse; Katherine of Alexandria, saint	— seven-line — ababbcc	‘The speche of Saynt Kateryn’ at the pageant celebrating the marriage of Prince Arthur to Princess Catharine — four stanzas rhyme royal				‘The speche of Saynt Kateryn’		Text
