CatalogNum	UUID	QUOTE_TRANSCRIPTION	Person	AuctionYear	Lot	PersonUUID
362B	1579c004-eb99-4b2c-8ad8-9ff118cc326f	Hoe (III, 1912, Lot  1133)	Hoe	1912	1133	1e060ac0-9b1d-42b9-b882-1462e84a9e2f
362B	c8ecb035-9034-469a-8e58-acedec5ee451	Huntington (V, 1917, Lot 172)	Huntington	1917	172	fad51e43-8404-429f-beba-c939f439d00e
363	d04b80a5-e282-4485-996a-ae42c3a6e665	Herbert	Herber			
363	be564ad6-13c2-44b0-9aab-1bc1b344ad2c	Forster (1806, Lot 682)	Forster	1806	682	d0cfc732-86eb-423f-8a06-00c7610d6813
363	ae279876-f2d0-4c73-b679-212a104de236	Heber (III, 1834, Lot 4918)	Heber	1834	4918	74d113c7-21b4-462a-a3ea-e6c973f5b90e
363	734b96ab-82de-4c68-9e77-11636db2be82	Britwell (1924, Lot 679)	Britwell	1924	679	ce14c228-4732-4d71-8684-95a779bd98a2
364	d148873c-559d-421e-9561-6fdd8fee7967	Mostyn (1919, Lot 108)	Mostyn	1919	108	27ed46b8-bb8a-464a-aff3-38b74ddbc0b3
364	a2af111b-a4a6-48f1-b1de-57592727e4f4	Clawson (I, 1926, Lot 279)	Clawson	1926	279	2cca9c7f-c6bc-403f-88b8-f4df3e7f57df
365	308a2db5-1ad5-4c05-b59a-0ab60a707280	Kemble (1798)	Kemble	1798		88dea429-72f0-42ac-9b61-7246132bdb63
365	115280bc-38d8-47c7-9478-3a64485f4c34	Devonshire	Devonshire			
365	70657b2e-315f-4e9f-aea8-cd5589326d88	Huntington (VII, 1918, Lot 257)	Huntington	1918	257	74de08c4-c345-4e82-8ea8-9a2d05209c0e
366	2e444a17-6a78-4e81-b256-790f2328dc3b	Huth (III, 1913, Lot 2943)	Huth	1913	2943	bed85291-b598-49bc-aa40-8d35d4127f32
366	a71989e3-b16a-4767-8651-fe45f43632df	Steeves (1916,  Lot 232)	Steeves	1916	232	f7ab5339-fca1-4c6c-9700-0412716e6872
366	d4bf8c83-7166-494b-95b8-a2ad74356969	Clawson (I, 1926, Lot 283)	Clawson	1926	283	095efc61-499c-4dbe-99f1-6f5b7144e352
367	4ab23478-4746-4039-b556-db2485c1aedf	Kemble  (1798)	Kemble	1798		0bcf241e-8d8b-4214-a6f5-960eef2f22f3
367	b1174bcd-d12b-4d01-9d5c-66d0cb20b3cc	Devonshire	Devonshire			
367	cd29ba5d-304d-43eb-906b-24a5a5181e4e	Huntington (private)	Huntington			508ae344-f4c0-4202-8a3e-b9d5dc5e6947
368	10e96e4a-f05f-452f-a309-fbb524ea6189	Mostyn (1919, Lot 111)	Mostyn	1919	111	5c9e6583-1613-4748-a495-d92fa8bc85d9
368	97e68df8-3e93-4711-8959-f7c6e80b11bc	Clawson  (I, 1926, Lot 34)	Clawson	1926	34	9478c265-6718-4200-8058-039c0e05686b
369	0a4036bf-f282-40e0-922f-4fe6d1d10a61	Shakespeare  Library, II, 1918, Lot 134.  	Shakespeare Library	1918	134	27eb35e1-8dcf-4398-8276-bdb24ea2d58e
37	1c5dc4b7-9698-4464-9af6-570f872e57c9	Dodd Sale, 1918, Lot 65.	Dodd	1918	65	920465f6-89a7-41aa-b9e6-2a145008035b
370	4c61998b-1462-4cd9-8adf-62ebdabff69b	Halsey	Halsey			
370	008ba9ec-2be4-4bbe-8393-580dd3901a32	Huntington (V, 1917, Lot 177)	Huntington	1917	177	78b99dba-5548-47ea-849b-1c08c13967ff
370	c31fbbaf-a8dd-4aae-9aaa-e44d4d498c53	Hagen (I, 1918, Lot 526	Hagen	1918	526	12a12c9d-756e-432b-9075-312ffa19454c
371	d0d51686-9daf-4524-9259-860118e21403	Corser (VII, 1871, Lot 68)	Corser	1871	68	bdb5e972-24d7-4661-848e-b5d173b6fc69
371	46be6a69-869d-48dc-94db-3691c99d8e15	Huth  (III, 1913, Lot 2953)	Huth	1913	2953	46692871-f0b4-450c-a478-d73216301412
371	392a71f4-b10d-474e-9328-08c1baedba12	Hagen (I, 1918, Lot 527)	Hagen	1918	527	2229e75e-4f7c-4121-a952-087b1f89a774
371	3d7ea468-5abf-4608-8762-a831abfb7bd2	Clawson (I, 1926, Lot 43)	Clawson	1926	43	8431722c-10f6-4926-a55c-0dfe644bd41b
372-1	8179a96d-eee1-44b4-a761-5e16cf24c228	Arbury Library (1920, Lot 113)	Arbury	1920	113	f3262134-03dd-42b6-bd89-5dc8b5c76248
372-1	0dc14995-e506-42ec-940a-c8aeac0abff8	G.D.Smith (II, 1920, Lot 117)	G.D.Smith	1920	117	8e465797-7722-43f3-8dc9-3f788f07758c
372-2	73dbbe71-6e1a-44ff-9f3c-8bdbcc10af7e	Frederick Perkins  (1889, Lot 748)	Frederick Perkins	1889	748	1e10945a-1bcf-496a-b528-feb0f45b3cf4
372-2	2b93af6f-3b05-4e3d-b020-bf9071e07542	McKee (III, 1901, Lot 2367)	McKee	1901	2367	33ec1eb0-47e5-4a4d-b7ad-e574d678b433
372-2	c14748f3-0a92-4a67-b99c-2d6dbb84db51	Bangs (18 Nov. 1901, Lot 76)	Bangs	1901	76	9e76049d-5de3-4358-8f77-e03a332f07bb
372-2	281b6e0b-44a7-4495-906f-d84b6fda1594	Hagen  (1918, Lot 529)	Hagen	1918	529	ed6a5fe7-cff5-4b95-989b-97f2f838aafd
373	ebdb8e41-5016-4584-9f69-94a00ffd03c6	Clawson  (I, 1926, Lot 38)	Clawson	1926	38	93427e4f-0217-49fa-89a3-63619cc4805c
374	8f0930ce-524c-4e6a-b833-f680026198ab	Locker	Locker			
374	15545621-ec28-486a-9365-8cff9aec2215	Hagen (I, 1918, Lot 33)	Hagen	1918	33	90a3b343-63e6-4278-8fb8-b3ce085c66c8
375	2dfb1413-f0c7-4aa8-88ff-828248c3bc1f	Halsey (1919, Lot 418)	Halsey	1919	418	10786cbb-833b-4aee-963f-ea265d7700cf
376	de592985-d2e6-4ee8-b402-b95084eef798	Ross Winans	Ross Winans			
377	09c21c17-7794-4382-94e8-eb7801b96f83	Charles, Viscount  Bruce of Ampthillt	Charles, Viscount Bruce of Ampthillt			
377	bfa670a3-98a2-48e0-9cea-7d00be068708	Marquis of Ailesbury (1919, Lot 219)	Marquis of Ailesbury	1919	219	9f099408-5316-4374-9017-dd68e17416e4
377	6d4aac0f-5d4b-4b37-899f-35511e33a998	Clawson (I, 1926, Lot 287)	Clawson	1926	287	a77d65e8-66da-4aac-9c9a-093e0d8867de
378	6d15b99b-4c2e-4123-99a9-c46533cea312	Charles George Milnes Gaskell (1924, Lot 34)	Charles George Milnes Gaskell	1924	34	8ba0dbba-9316-42ea-a290-eeb7204d7aba
380	b6e07625-3d9f-430b-8a57-ebe0b190f64d	Walpole  Galleries, March 1920, Lot 147	Walpole Galleries	1920	147	63e26b03-033d-4b56-9dd5-b7433b5583f4
381	a06c0344-4247-4471-8caf-73fd94fe2d6a	Hagen (1918, Lot 536	Hagen	1918	536	60da0127-73f0-4495-a11f-c3a28e157081
381	6c4ed2b4-f54b-4156-8de9-7f9ba1d118b3	Clawson (I,  1926, Lot 294	Clawson	1926	294	a5d1d4bc-f690-4c5c-b0c4-fe25c3c9c565
382-1	56986532-d3e4-43c5-8333-86abd066f2cd	Jolley (II, 1843, Lot  1478)	Jolley	1843	1478	95c25b6b-19e3-438e-95bc-68d6ddfb0888
382-1	11ada982-4b0e-4769-af92-6293b86e5f79	Holgate (1846, Lot 337, with three others)	Holgate	1846	337	4fd8c64a-5024-46b3-8663-32923948fce2
382-1	0b8bb2d6-e1a4-4c42-bd88-33c14f7ba3e0	Britwell (1923, Lot 287)	Britwell	1923	287	4ae1b722-112d-4b1a-a924-cb98b6d6b465
382-2	6bede443-733a-42c0-b4bd-de7b40ecbdf4	Chew	Chew			
382-2	b37ea74a-4610-4af7-8552-1eb72622a4c0	Hunt-  ington (private)	Huntington			259020af-c036-4beb-be54-2b2b4135581f
382-2	3730e9cc-e55f-42ea-99c2-17eadaf80202	English Literature from London Sale (May 1919, Lot 333)	English Literature from London	1919	333	3c5b1f9f-b8b4-4f54-b6fe-7b159d8bd6ec
383	84f62f3c-b023-4888-84bc-86b34e2ace36	Lockert	Locker			
383	f37c5cb6-ffc9-4d31-bd61-1db974cdb0b3	Hagen (1918, Lot 535)	Hagen	1918	535	d47c9ac2-e174-49fc-b329-2f1cedec9b05
384	c07160c9-3bd5-4753-b81b-62655bbd3d5c	Huth (III, 1913, Lot 3022)	Huth	1913	3022	5dd2ebc3-c805-44bb-962a-6e8b94d654a0
384	807f124d-e0ec-4fe7-bf97-2ab0ce2b8d07	C.L.F.  Robinson (1917, Lot 261)	C.L.F. Robinson	1917	261	6e8634f8-d632-462a-962f-cfb78b880b74
385	44621803-d97e-421b-af9d-574102cbb8f7	Lamport Hall	Lamport Hall			
385	f0f4cf05-766b-4e8a-a6b0-29f61de7552f	Britwell (1923, Lot 295)	Britwell	1923	295	65f3b5d8-ae33-4d13-89fe-4a06bf18d547
386	46082923-efd2-4a56-b02e-c7c838b8430f	Steevens  (1800, Lot 861)	Steevens	1800	861	63903ae0-1882-4ba9-99e5-369804928e3a
386	bf37fa50-2e06-4eb3-9bc7-39d62d6bbe93	Crawford (1891, Lot 1277)	Crawford	1891	1277	8f04219e-1f85-4604-b323-8d4c556eaab4
386	d9bbdaf8-e2b3-4281-baf9-6d6e143abf61	White (1920, Lot 39)	White	1920	39	0d07ab35-dab0-40b7-8083-e09207540cff
388	ec9c3bcf-fdd5-4964-b5b5-36dc415cd31c	M.J.Perry	M.J.Perry			
388	59456ee1-d520-4f12-a9ea-4e99e22a4982	Jones (1923, Lot 82)	Jones	1923	82	94447aff-b7d2-48d7-ac74-246bf54434f0
388	76e687eb-e6a5-493b-8e02-d63bc27689ee	Clawson (I, 1926, Lot 498)	Clawson	1926	498	157d165a-928a-42f4-be22-a1717f4bf651
39	199224fb-9e74-47c6-b4d4-b9811a827076	The  Sidney Herbert (1916, Lot 31)	Sydney Herbert	1916	31	967e4bb6-9db7-406e-90aa-ba57f17cb28f
390	f05b9cf8-2933-4f89-9f27-98f4be80351c	Browsholme (Parker family)	Browsholme			59ea6073-c621-4010-972c-21d5798d5e75
390	8879c099-ffc3-4492-80f3-0b502fe6f68b	Eshton Hall (1916, Lot 269)	Eshton Hall	1916	269	43708993-0082-4a56-9610-618ed0d3cf62
390	59706978-f7c8-4731-a2d0-af0768b5b0bf	Huntington (IX, 1918,  Lot 263)	Huntington	1918	263	73600bb3-fad3-49af-ac6e-c0efd294d07f
391	ea1a13a0-bd15-4bf7-a756-4acf3d5d99c5	Pickering	Pickering			
391	6f8c0b49-e558-4c80-8ca4-80dcc06f1880	Huth (III, 1913, Lot 3088)	Huth	1913	3088	0ed1b28f-3277-47f0-9c17-490f31e1e726
391	814e31b2-2825-4950-89ad-7820f5c76af2	Cox (Pickering and Chatto Cat. 188, Lot 2784)	Cox		2784	06daf3fd-399a-442c-9c6d-427dec2b71bc
392	88a52328-311e-4001-8966-71d84d6ccabc	Bridgewater	Bridgewater			
392	81087450-c929-44bf-bf79-7b3ddfec3281	Huntington (1X,  1918, Lot 264)	Huntington	1918	264	945100b1-2f96-4ab3-8c1e-a2baa0ce93e9
395	ae7a6ddf-9f25-491c-aea8-148656666fec	Bridgewater	Bridgewater			
395	de9fc994-0204-4b31-ab45-e69eb6308da5	Huntington	Huntington			
395	2155c93a-6e57-4c5c-8013-2cb225fdfb38	Jones (1923, Lot 84)	Jones	1923	84	71df997a-c340-4812-969e-a11ab5ba0c74
396	20c2380a-6f97-4e9c-aee5-60e6748cc4c9	Roxburghe (1812, Lot  $294)	Roxburghe	1812	294	7299f99e-f684-487e-a810-8a6573a484ef
396	dfdce3c6-c208-44c3-9fed-4786fd76e439	Heber (II, 1834, Lot 3221)	Heber	1834	3221	bf3cffae-29b0-4095-9e3c-7ba4a64768e0
396	51e4a221-c25c-4af5-ac72-45b8d9c64710	Britwell (1922, Lot 412)	Britwell	1922	412	90275fab-528e-47d5-bc2b-db6d8099c02f
397	1aa7a085-4896-422a-9d60-a7a0fada70e8	Mostyn (1919, Lot  124)	Mostyn	1919	124	a190fb08-965c-4c84-8280-6823ad68a23e
397	5f9152a8-b95e-4a05-bd4f-89ba5cf4e673	Clawson (I, 1926, Lot 450)	Clawson	1926	450	07d3f91d-f41e-4d37-b13e-27f5b159339f
398	9ba57337-a957-4f41-830c-9e9881e6a5a1	Hibbert (1829, Lot 6126)	Hibbert	1829	6126	58ea946b-234e-4ecf-a328-81e64f154b46
398	676098c8-b76a-4c5e-b695-825b9bf23b71	Britwell (1924, Lot 712)	Britwell	1924	712	8a89aacc-7731-4c4d-8860-f797b83e9b6d
399	4d33c856-8802-4d27-9b4c-dd88cec468fc	Mallet (1766, Lot 795)	Mallet	1766	795	a7c3e5b0-8fa9-4449-9917-6e6e6557e161
399	85ee1c6b-d56a-41a2-82c2-cdc8c1cd6869	Stevens (1800, Lot 869	Steevens	1800	869	c538992f-4ba9-4435-a22e-33185d0fc779
399	c6fdb6a5-95c7-4a8f-b6a1-b8df7152facb	Forster  (1806, Lot 919	Forster	1806	919	41655bff-4237-4a6c-a1af-eb04b86f83ee
399	1ec4b1e9-9996-4874-9ffb-3819f234c0b8	Heber (IV, 1834, Lot 771)	Heber	1834	771	d22ee298-8595-4345-94b2-8ccf06d0bfdf
399	438338c7-552d-44ef-94fb-9987c88cd5eb	Britwell (1924, Lot 342)	Britwell	1924	342	a2d517be-7896-4b39-b759-5266b512a41f
40	f7892f84-f7d1-4448-8e63-2a9e5607cf5f	The Kemble (1797)	Kemble	1797		2d2c8598-3bd5-48b0-a4f6-06995c629689
40	4bc27a80-7c2c-4aeb-9b36-982eb34504eb	Devonshire	Devonshire			
40	ec4a88a2-0fe5-4070-bec9-10db44908846	Huntington (IX, 1918, Lot 34)	Huntington	1918	34	d7d2e5f5-10ec-4623-9ff8-f68dcc66d07b
404	2484d56b-f9aa-44ae-b8bc-15eae856e378	Caldecott (1833, Lot 432)	Caldecott	1833	432	3649bb47-b658-4214-9446-7e9a9aaa0e26
404	c72205bc-ad65-4d99-86f6-3856364702ff	Britwell (1924, Lot  341)	Britwell	1924	341	1aa7e698-fed1-489f-b24f-904c80df9757
405	3cf7a5bc-0dc0-4b50-af48-a85759ddbc40	Earl of Essext	Earl of Essex			
405	472366bf-307b-4317-b6d6-772189ad7db6	Nassau (I, 1824, Lot 1694)	Nassau	1824	1694	a36b7a58-fd15-4692-9843-2e9ec80d5c31
405	11f65715-4836-46b0-8dfb-1a84b178145a	Jadis (1828,  Lot 141)	Jadis	1828	141	997b0f1a-3b37-4bc5-bb9e-357c0177f06d
405	0fc294db-a51a-42a4-9901-b9d538c11ec3	Britwell (1924, Lot 338)	Britwell	1924	338	22cec86d-f4ee-47e7-83fd-53a34d66001e
407	aaea36f4-2096-43f0-be95-07d44465a1ba	Wolfreston (1856, Lot 77)	Wolfreston	1856	77	2f5681ea-0530-4d4b-a6fa-8e074ff2ce1d
407	a373ba61-f1f8-435e-9b5a-b8e5f60cc3b0	Britwell (1922,  Lot 424)	Britwell	1922	424	cf744bd5-30d5-4282-a9f4-441b1394f684
408	002f49b3-2e44-4ce9-8ff6-07b2650e9134	Roxburghe (1812, Lot  4982)	Roxburghe	1812	4982	f7d9e2b9-2afa-4074-8f16-5dd1f5f6520a
408	1bcb5f11-b6f0-4487-8db8-68826727c502	Hoe (II, 1912, Lot 1416)	Hoe	1912	1416	e8835f5d-e38b-43d2-af88-286a3695aba7
408	69f09ce4-49fb-4b41-bba4-89a948353af1	Huntington (V, 1917, Lot 192)	Huntington	1917	192	09a1e618-d85d-4d50-be49-3d940129f8bd
409	05afc52a-e585-48e4-ad13-5c511a55d84e	Mostyn (1919, Lot 130)	Mostyn	1919	130	abc1ecc0-42fa-49e6-9e55-4d6138c6548c
410	0401196a-ee6b-4674-a2d1-98b09c1718fe	From the library of Major E.W.  MacDonald, Lower Park, Dedham, Essex. Sold Sotheby's 18 April 1932, Lot 7.	Major E.W. MacDonald	1932	7	8a777fec-6ca3-4cda-8e7d-f3e964213b7a
411	f0d1cc1e-afae-4528-9387-3a1ecec3067e	Bridgewater	Bridgewater			
411	2c82fe09-83eb-4790-a295-d4d8dfd88609	Huntington (VIII, 1918, Lot 368)	Huntington	1918	368	ff640ec1-ed38-47a1-a1a0-843ce0eacc6a
412	cc27860a-0a79-4c6b-9cd7-13a737005358	Duke of Sussex (un-  traced in sales)	Duke of Sussex			db2b3fea-bc36-4909-acdf-58a057a4b300
412	b443efe3-1f90-48c1-a989-4040bf307b9b	E.H. Bierstadt (I, 1897, Lot 839)	Bierstadt	1897	839	ae872ae4-4a3c-47f7-94f9-f76f55d4c337
413	927f4ca4-07fa-4298-ac30-d72481e9c94e	Freeling (1836, Lot 2084)	Freeling	1836	2084	35a7b194-5ae1-4a97-b22d-b29fe0d05e9b
413	674b8d67-638c-4864-af81-723d20385101	Corser (Il, 1869, Lot 604)	Corser	1869	604	6bd05b16-9d5f-4224-9c86-6d6cbef0630a
413	d9b7bd90-58f6-49cb-b4b5-f03a8a7bf1a9	Huth (VII, 1918, Lot 6880)	Huth	1918	6880	210ab0db-f4a9-428e-b00a-35b7b0801efd
413	c3d1445d-9c97-4849-b33e-777320b0140e	Jones  (IH, 1919, Lot 1470)	Jones	1919	1470	89446881-69a3-4584-ada0-a8643156eb3e
413	17c4be0b-008f-4d86-a672-e789010fd53d	Clawson (II, 1926, Lot 781)	Clawson	1926	781	6a959b53-0dd0-4f0f-bebf-956b68af4125
414	7e548b92-5df6-42a0-8307-59b646b69a58	Jeffreys	Jeffreys			
414	bb8fe9b0-c21b-409c-bd12-614edccd5569	Macro	Macro			
414	80f7ec54-ce1f-4f1c-944c-89a5837eb467	Heber (X, 1836, Lot 3405)	Heber	1836	3405	2caee421-e694-4c44-9c89-8e05b68dd1a6
414	fbbab2a1-c2f8-4fa8-8c0d-f3568193e772	Corser (IV, 1870,  Lot 291)	Corser	1870	291	c60daf25-cd49-4c48-9084-7933c27ab9b1
414	59d22bc6-3c80-4dd5-9403-8fdf0a8d1d66	Huth (VII, 1918, Lot 6631)	Huth	1918	6631	ef976601-ea3a-4f1b-ad28-f5721ca3fa52
414	0c33b527-6ca8-4900-92c8-e678b9bb09c7	Clawson (I, 1926, Lot 318)	Clawson	1926	318	52c21f27-2d1b-49f8-b1f3-4d69b81b9e64
415	8abfdf28-c16c-411a-ab6f-3d8eb0e57eae	Arbury (1920, Lot 131, bound for  G.D.Smith and sold in his sale, I1, 1920, Lot 132)	Arbury	1920	131	79f742f1-e5d7-4ccc-83ab-d8ce61b2423e
415	5e5b6830-968c-4a3d-8b59-56ee964c4f62	Clawson (I, 1926, Lot 317)	Clawson	1926	317	06617748-dd20-4fc6-8251-f2076c50f0ec
416	c3a77931-ff46-4c19-ad1f-21e902ba6c86	Jeffreys	Jeffreys			
416	d0cf62bd-0825-4052-9cd3-64d06f55c757	Macro	Macro			
416	6525720a-fcbf-443a-99b6-7f3549875916	Heber (VIII, 1836, Lot 3039)	Heber	1836	3039	b8e552d7-3765-4414-b4f6-1e96ba7bb7ac
416	eb2f10f4-6f48-4974-88ce-71f377764505	Britwell (19215  Lot 161)	Britwell	1921	161	c29e64f3-dc00-481f-a384-7e79a4b2cc5d
416	c2ea83e4-ffd1-4b36-a3f8-fa4b17b18110	Clawson (II, 1926, Lot 590)	Clawson	1926	590	e0e2f628-d2d3-4cc7-bea0-d41a82d9e91c
417	38f0bda7-260d-4110-a4cb-c3fddaf276f4	Mr. Mark Cephas Tutet	Mr. Mark Cephas Tutet			
417	d5ce5f4a-699b-4da2-9a41-b95771302708	J.B.Inglis at whose sale (1826, Lot 1498)	J.B.Inglis	1826	1498	5715b442-e472-4975-b354-34d7f22f52b4
417	c5761ec0-b749-4e71-9844-5cc07bb0d2fa	B.H.  Bright (1845, Lot 5758)	B.H. Bright	1845	5758	fef795ae-3f16-49f7-a0d7-4ef2a9408665
417	b9a1feec-47df-468b-be1a-adb4a34ef78b	Corser (VII, 1871, Lot 373)	Corser	1871	373	1795ca0e-afa0-4355-b8ab-2c4dfa4f46f0
417	c67da819-91b7-4490-85c3-569d8dceae59	Britwell  (1922, Lot 685)	Britwell	1922	685	272a1cf0-ea22-4ec3-9317-c3bbdc461995
417	d43da618-a352-44f9-849f-ad7e3f614126	Clawson (II, 1926, Lot 872)	Clawson	1926	872	62c77f1f-4676-4b92-a87a-4cd09adc65ee
418	a90d86ec-3156-4d52-9b15-f7da6751fce1	Kemble (1798)	Kemble	1798		a2ca37d2-0c80-4dfb-934d-7729d4cd67fc
418	ffe8754e-2c5e-4ad2-9af5-ae0e492582ee	Devonshire	Devonshire			
418	e3d99c4e-5709-4a75-9d95-dcef1951ee26	Huntington (private) c	Huntington			2f39f82e-1041-4b21-ada5-81322df02478
42	99e26276-7e41-49a7-8fbe-305ed79d9f84	The Ames (untraced in sale)	Ames			a2b0bacb-fc35-4570-98dd-5d69a4789754
42	71db88de-6167-4a3d-beba-929c78abcd33	Thos. Barret Brydges  Barrett	Thos. Barret Brydges Barrett			
42	5e8562db-11f3-4a16-a8d2-99e77a6abd28	Sir Samuel Egerton Brydges (1831, Lot 493)	Sir Samuel Egerton Brydges	1831	493	00ba04b8-0d2a-46f6-a37a-42e3e165cf60
42	8916f7c8-382a-4d41-9f23-9abc0aefdfdf	Devonshire	Devonshire			
42	ffd762fc-98cd-4001-b3dd-7a0494effb44	Huntington (VII, 1918,  Lot 733)	Huntington	1918	733	f24b9f58-d8fe-499c-8e45-32448128d03e
420	dae3dfe4-31dd-458a-ad8c-f1e248ea4be4	Van  Antwerp (1922, Lot 3)	Van Antwerp	1922	3	8f4c60eb-84a1-4dbf-adc8-118ce32a2fa3
421	c190660d-0afa-4148-8a65-72e96f9a13a8	William Morris	William Morris			
421	c8dddaa7-6fce-43bb-8788-0329bf5dbb5a	Richard Bennett (1898, Lot 556)	Richard Bennett	1898		1ee2754c-4239-42a6-9be6-10d138e35454
421	b0543b81-c4a4-4471-8f5b-e5953646f3fc	Ross Winans	Ross Winans			
422	78b98e3c-841f-4f0f-8119-bc31394b35b4	Roxburghe (1812, Lot  3241)	Roxburghe	1812	3241	3bce9b10-5303-4954-a65c-1d510d41b3cc
422	42750346-dfba-452d-aa64-439215341e15	Frederick Perkins (1889, Lot 864)	Frederick Perkins	1889	864	55dc7361-5944-4371-ac72-4f0001ee17a3
422	52015dee-9928-4f97-a729-e025dde5b22c	Hagen (1918, Lot $72)	Hagen	1918	72	99adeab1-35ca-4dcb-9b8d-66b9fd62dc02
423	46b2a569-f48f-49c9-bade-c9649286588d	Hoe (IV, 191  j . » 1912, Lot 1925)	Hoe	1912	1925	3ead35e2-f36d-4673-a43f-ef93b08bb597
423	1e7601ea-165d-4231-92a1-5117e7d782a6	Huntington (VIL, 1918, Lot 504)	Huntington	1918	504	d52e698d-177d-49ef-9fc5-766c28305f68
424	6ae011cb-1a19-47a7-a70c-564a599a8932	Hoe (I, 1911, Lot 1537)	Hoe	1911	1537	d853a1e1-5448-4a31-aed0-b7bc9caf051b
424	589e53e3-ab54-4fb1-a8ab-aae798761bee	Hunting-  ton (VII, 1918, Lot 388)	Huntington	1918	388	6434956b-32cf-4e2e-85b6-2f9f42d5deac
425	bd074f09-c147-45b4-9afa-0737023fb5f9	Freeling (1836, Lot 1254)	Freeling	1836	1254	0c714f30-f0a3-41e4-b9c5-8db25820cab1
425	33c0f5cd-a0cf-4d47-a318-1af0aeafd0fd	Corser (III, 1869, Lot 416)	Corser	1869	416	1882df33-7412-4ff8-9a5d-47b6bc4152cc
425	84f3e662-2fc2-41a1-8615-c35ce1bde120	McKee (IV, 1901, Lot  2949)	McKee	1901	2949	9ddf2489-149a-41e3-96cb-63374d4e9a8d
425	ac389326-02ab-4611-88b9-af141facca54	Jones (I, 1918, Lot 693)	Jones	1918	693	a64fc752-7f2e-4d73-9a9f-d891468c8105
425	4adb0d1d-1976-4ad5-af95-76c9154eb693	Clawson (1, 1926, Lot 332)	Clawson	1926	332	b6fb4c40-7d3a-4a20-a4af-afbd925358e8
426	15c96965-17ef-4742-8ce5-1abfc0e853fc	Archbishop  Wrangham (1, 1843, Lot 1093)	Archbishop Wrangham	1843	1093	f6c3b68e-64a9-4622-89bb-ae45e753a453
426	61329a1e-a373-4e5f-b0b1-f1a589805b1a	Britwell (1919, Lot 52)	Britwell	1919	52	6ef92dc2-b3a7-4517-8f96-3ae5f86dadb8
427	ffd5c78e-1068-42f9-9199-5d8ce8159ef8	Bridgewater	Bridgewater			
427	e9443713-54e2-4f58-a9c0-7fd4669615cb	Huntington (VII, 1918,  Lot 390)	Huntington	1918	390	bb6bee94-16d7-4b4a-a801-7b320a578da7
428	7544180f-7503-4b6a-9e18-c308f000caf6	‘ordonstoun (untraced in sale)	ordonstoun			8ee041eb-2e9d-4028-862b-3e0460d6e988
428	3777ec75-6d22-4605-bb36-fe5d19452ff1	J.D.Gardner  (1854, Lot 855)	J.D.Gardner	1854	855	5f8f1830-2d9b-473c-8bc1-83a818029346
428	9a79c6e9-9562-44b4-bd5a-e85daa968975	Britwell (1919, Lot 51)	Britwell	1919	51	38b09541-73b8-4752-8587-ae49f3d0ecc0
428	d7eaf6d2-6ffc-4559-8eca-a6dd091d7c69	Clawson (I, 1926, Lot 326)	Clawson	1926	326	b1f43f32-ebf0-4b67-b9e9-8ad1b74a678c
429	cef03b68-40d5-4672-8a38-9302854e9d66	The Heber (IV, 1834, Lot 795)	Heber	1834	795	cf7ea1b7-1aee-4226-b161-8586c7dcd853
429	faf8e918-ed01-40ea-a671-cd53e138d8a4	Freeling (1836, Lot 1250)	Freeling	1836	1250	789347a0-574e-4704-9ea4-2e06e2316623
429	38f182b2-c74f-4472-aa49-bc13866e1655	Britwell (1919,  Lot 35)	Britwell	1919	35	c49037dc-141c-493c-80ec-998356631e05
429	7db980d0-3cbe-4ca4-9519-3826271128e8	Jones (1923, Lot 91)	Jones	1923	91	c9180388-4eb1-43c5-a50d-0b4ff1a94667
429	a107299d-7e76-4fb0-9aa9-6a7a01c93219	Clawson (1, 1926, Lot 323)	Clawson	1926	323	44d05374-2619-4037-8359-05adf52d1200
43	87afa972-3d56-4fd7-a124-3be8433e89c1	James Maidment copy with  bookplate, sold 1880, Lot 160.	James Maidment	1880	160	5c78ab2b-4810-4fcd-b98f-d1408aca864f
430	fb6c3297-fcea-4d2a-97f5-2b973728a7fd	Alexander Young  (1890, Lot 354)	Alexander Young	1890	354	c1718e62-3543-4b82-a7b0-8edc2d83e4c6
430	48f53efb-32ad-4917-90df-36bedc40192c	Henkels Miscellany (26 June 1919, Lot 166	Henkels Miscellany	1919	166	94beb4c0-8611-47e9-8490-21e9b4e2f40a
430	0aac9342-74f9-4303-92dc-5487a2984dbe	Clawson (I, 1926, Lot 333)	Clawson	1926	333	22dec84d-0f4e-46a2-8812-4a0a83de9e8e
431	318ba730-78c7-4ba7-9dab-04fb6244cfd3	The Freeling (1836, Lot 1260)	Freeling	1836	1260	816c1b08-dd02-4c04-9da7-63a3568ac73e
431	4b340bd3-96a9-4b03-9ccd-aacddda95cd5	Britwell (1922, Lot 333)	Britwell	1922	333	1bf19f9c-8513-4d69-a993-5d84c8858426
431	4035028b-d829-4d74-a54c-3c51679bf44a	Clawson (1, 1926, Lot  529)	Clawson	1926	529	b507f0bd-e414-4f0d-8e26-02e71fb17385
432	d7f5356f-4d16-463a-b433-b86a72522d5a	Sykes (I, 1824, Lot 1340)	Sykes	1824	1340	67b8b7bd-bb0d-49ee-a684-1ce98fb5eda2
432	2e5b21b9-f69c-4b95-a55c-75803caef3a7	Freeling (1836, Lot 1279)	Freeling	1836	1279	3f2c7e1d-a156-47ea-91d3-d8dfb8091de7
